time, EO_temp, EO_humi, SI_temp, SI_humi, SO_temp, SO_humi, EI_temp, EI_humi, EP_temp, EP_humi
1,0,0,-0.43,0.49,5,5,4.98000896,4.674187899,-4.3,38
2,4.12000896,12.2741879,3.77,12.21,5,5,4.890633583,4.748411,-5,42
3,7.186640751,22.96776132,7.29,22.81,5,5,4.709961414,5.45075953,-5.5,43
4,9.359274015,32.42496859,9.29,32.42,5,5,4.766545475,5.467417955,-6.1,45
5,11.03396469,40.40739282,10.98,40.32,5,3.08,5.28011471,2.809273915,-6.1,45
6,12.88728646,44.13518817,12.69,43.72,5,-0.32,4.959010005,-0.434953697,-6.4,47
7,13.98883917,44.27319684,14.32,44.48,5,-1.08,5.141708076,-1.378259079,-6.7,48
8,14.99277941,43.64029839,15.47,43.8,5,-0.4,5.218167543,-0.06226685,-6.9,48
9,15.83239107,44.44997187,,44.4,5,-1,4.896361232,-1.248320103,-7,49
10,16.16227409,44.11165739,16.57,43.99,5,-0.59,4.770039201,-0.354572382,-6.8,44
11,16.33985847,43.73475353,16.02,43.37,5,0.03,5.036031187,0.337571828,-5.6,38
12,16.98791797,42.92537465,,42.61,5,0.79,4.78502816,0.50688509,-4.5,36
13,17.47536253,42.04718481,17.85,41.91,5,1.49,5.120027721,1.631454697,-3.4,32
14,18.42031775,41.66920255,,41.59,5,1.81,5.445733726,1.84815943,-2.2,31
15,19.74198792,41.38352147,20.17,40.99,3.33,2.41,2.864316003,2.793833706,-1.5,30
16,18.35790634,41.90065088,18.45,41.92,5,1.48,4.636770487,1.963400464,-1.1,29
17,19.10309556,41.28392117,19.33,41.12,4.17,2.28,3.681831641,2.1762273,-0.4,30
18,18.88430809,41.20336423,18.52,41.38,4.98,2.02,4.707355182,1.59764262,-1.9,35
19,19.43480165,41.56033401,18.99,41.11,4.51,2.29,4.1284659,2.64640645,-3.1,39
20,19.05630722,43.69467366,18.81,43.54,4.69,-0.14,4.8828792,0.315320418,-3.7,41
21,19.38792498,43.47105934,19.25,43.11,4.25,0.29,4.54826951,-0.016568623,-3.9,44
22,19.27860949,43.56027885,19.5,43.2,4,0.2,3.623363316,0.621487868,-4.3,47
23,18.18625091,44.86971095,18.34,44.88,5,-1.48,4.854760587,-1.257717829,-5.2,53
24,18.36376132,45.23805093,17.92,,5,-1.48,4.75180155,-1.625466149,-5.9,54
25,18.2628106,45.3649746,18.16,45.41,5,-2.01,5.107746899,-2.057167838,-5.2,82
26,18.67799538,50.63481184,18.74,,4.76,-2.01,4.654363463,-2.482018182,-5.6,75
27,18.47675977,53.02583129,18.87,53.23,4.63,-5,4.572716181,-4.744029701,-5.7,72
28,18.214124,52.07663533,18.36,52.02,5,-5,4.62304765,-5.390945613,-6.1,70
29,17.97434685,50.27036265,18.17,50.65,5,-5,5.328464985,-5.227853119,-6.6,72
30,18.38794246,49.388437,18,49.63,5,-5,5.473723054,-5.340509117,-7.3,75
31,18.72407702,49.17024048,18.34,49.62,5,-5,4.735138953,-4.519226074,-7.7,74
32,18.17440057,49.61696631,,49.19,5,-5,5.150223553,-4.566925049,-8,70
33,18.08974401,49.126648,18.26,49.03,5,-5,4.982767105,-5.195214093,-7.9,67
34,17.87456231,47.50610431,18.28,47.45,5,-4.05,4.920777261,-4.507233369,-7.7,62
35,17.68042711,45.89765008,17.28,45.61,5,-2.21,5.179200888,-2.022007546,-6.9,53
36,17.94354258,45.29611252,17.79,45.79,5,-2.39,5.425447524,-2.845359697,-6.4,49
37,18.50028159,43.19153032,18.33,43.52,5,-0.12,5.328284264,-0.599375839,-5.6,44
38,19.00850953,42.75384841,18.84,42.96,4.66,0.44,5.024495873,0.452519836,-5.1,43
39,19.2113035,43.25559857,19.52,43.66,3.98,-0.26,3.873000066,-0.032979259,-5.3,37
40,18.18204287,41.97149959,18.29,41.52,5,1.88,5.165434182,1.811504905,-5.3,33
41,18.65106847,41.98870458,18.83,41.97,4.67,1.43,4.420151217,1.200754516,-5.4,30
42,18.261006,40.79171818,18.73,41.1,4.77,2.3,4.306067605,2.403066802,-6.5,34
43,17.6148724,41.83644135,17.25,41.68,5,1.72,4.918658912,1.996390195,-7.8,32
44,17.45055683,41.86554327,17.4,41.8,5,1.6,5.162388444,1.675787306,-8.5,35
45,17.42283391,42.16822192,17.53,41.81,5,1.59,4.853362143,1.227291491,-8.9,41
46,17.01162927,43.16186903,16.69,42.8,5,0.6,5.44892472,0.304828024,-9.4,47
47,17.17822814,44.23432325,17.29,44.03,5,-0.63,4.959169865,-0.373644118,-9.7,51
48,16.76175237,45.21381448,16.81,44.89,5,-1.49,4.715774715,-1.274751296,-10.2,53
49,16.08517661,45.49630029,16.28,45.5,5,-2.1,5.296205759,-2.132912135,3.5,62
50,18.86434705,46.6641281,18.98,47.03,4.52,-3.63,4.712997813,-4.122008448,3.3,64
51,20.46447545,46.00929403,20.17,45.54,3.33,-2.14,2.921552258,-2.460844173,3.1,65
52,19.91313262,47.34659105,20.17,47.32,3.33,-3.92,3.250577645,-4.168925507,3,67
53,19.78108374,47.10834733,19.96,46.74,3.54,-3.34,3.392541327,-3.089672055,3,68
54,19.81740832,48.19700581,20.17,48.19,3.33,-4.79,3.46449055,-5.093242743,2.9,66
55,19.89841721,46.66436191,20.07,46.44,3.43,-3.04,3.049392395,-2.939964929,2.7,71
56,19.50812616,48.5915246,19.6,48.81,3.9,-5,3.44509908,-4.785646737,2.5,71
57,19.55160001,48.28757294,19.13,48.38,4.37,-4.98,4.065554197,-4.722127538,2.6,70
58,20.2268342,47.90793081,20.4,48.06,3.1,-4.66,2.988519287,-4.533599291,3,66
59,19.76998665,46.99274536,19.92,46.99,3.58,-3.59,3.987259822,-3.412150469,4.3,58
60,20.66324914,45.78204582,21.04,45.9,2.46,-2.5,2.083108983,-2.081810296,6,51
61,19.8137083,44.74382636,19.64,44.3,3.86,-0.9,3.851250396,-1.056468689,8.1,51
62,21.32221703,44.9385924,20.96,44.7,2.54,-1.3,2.618157187,-1.46187185,8,54
63,21.27593081,45.28900207,21.09,45.72,2.41,-2.32,2.874766383,-2.356910832,7.7,54
64,21.43551103,44.67429082,21.15,45.04,2.35,-1.64,2.190866923,-1.311334088,8.5,49
65,21.03927575,44.22809857,21.06,43.85,2.44,-0.45,2.012435081,-0.576761436,8.3,54
66,20.50385568,45.60571742,20.82,46.06,2.68,-2.66,2.965006404,-2.534373436,7.2,57
67,20.80809095,45.3502005,20.47,45.21,3.03,-1.81,3.279682069,-2.166808186,5.2,62
68,20.96615483,46.51335221,21.35,47,2.15,-3.6,1.854903185,-3.401932156,4.2,68
69,19.46782705,47.40874962,19.66,47.1,3.84,-3.7,4.298787203,-3.746308994,3.5,72
70,20.57304884,48.5806907,20.68,49.03,2.82,-5,3.216987677,-4.561237693,3.1,74
71,20.29542675,49.10331487,20.45,48.83,3.05,-5,3.415667582,-4.817531049,2.8,74
72,20.21200898,49.26512084,20.07,49.18,3.43,-5,3.218346171,-5.063175678,2.7,74
73,19.92795336,49.148921,20.05,48.75,3.45,-5,3.858459544,-4.88937974,-14.6,34
74,16.88082223,41.22975706,17.09,41.64,5,1.76,5.37504369,1.547665844,-15,31
75,15.87970147,40.73147149,15.79,40.66,5,2.74,4.684332848,2.503730943,-15.2,32
76,14.34809403,41.48890814,14.59,41.73,5,1.67,4.541553617,1.315056844,-15.2,30
77,12.98002884,40.50618335,13.43,40.44,5,2.96,5.146392226,2.54863318,-15.4,30
78,12.4504153,40.95357986,12.89,40.66,5,2.74,4.617498636,2.891054561,-15.6,29
79,11.45783087,41.45391845,11.07,40.97,5,2.43,4.816502392,2.348570459,-15.7,29
80,10.84276709,41.31170522,10.45,40.9,5,2.5,5.362460434,2.960152626,-15.9,30
81,10.85667411,42.0095168,11.18,42.32,5,1.08,4.876375914,1.380549805,-16.2,30
82,10.3217152,40.98816325,9.96,40.51,5,2.89,4.704771996,3.138550892,-15.8,27
83,9.802144155,41.32908149,10.24,41.52,5,1.88,4.793344021,2.37094516,-14.5,24
84,9.735059345,40.23421035,10.14,40.53,5,2.87,4.617356598,2.552958364,-13.1,25
85,9.785404074,39.74032665,9.69,39.8,5,3.6,4.862785578,3.752069986,-12.2,26
86,10.25110884,40.7443313,9.84,40.39,5,3.01,4.552340448,2.931285927,-12,25
87,10.35322752,40.52675097,9.91,40.25,5,3.15,5.361746669,3.208224022,-11.1,26
88,11.42432868,40.8296248,11.92,40.64,5,2.76,5.067718327,2.277990291,-10.8,29
89,12.04718127,40.74169013,11.83,40.86,5,2.54,4.668078661,2.761339047,-11.2,30
90,12.06582368,41.35469115,12.22,41.53,5,1.87,5.362058103,2.185329373,-11.8,26
91,12.65471705,40.46908229,12.24,39.97,5,3.43,5.025541663,3.663787417,-13,29
92,12.5493153,41.83905325,12.58,41.39,5,2.01,4.648697555,2.043202231,-13.8,32
93,11.9281498,41.91444483,11.96,41.8,5,1.6,5.000400543,1.615041471,-14.3,37
94,11.68292038,42.54659734,11.49,43.03,5,0.37,5.045217395,-0.036739295,-14.7,40
95,11.4515537,42.00053857,11.16,41.74,5,1.66,4.533407629,1.897476945,-15.2,45
96,10.65465059,44.4979078,10.57,44.43,5,-1.03,4.753631592,-1.428682237,-15.7,43
97,10.13735206,42.76964401,9.79,42.52,5,0.88,5.065572977,1.038587277,-1.7,83
98,12.83545463,51.85430248,12.52,51.48,5,-5,4.859649062,-4.633689046,-1.6,81
99,14.80801276,53.04975294,14.92,53.54,5,-5,4.784815371,-4.563160777,-1.6,80
100,16.31122558,53.87664158,15.84,53.72,5,-5,4.671621501,-5.445388675,-2.2,83
101,17.28060197,54.25592459,17.1,54.25,5,-5,4.902942836,-5.223012924,-2.4,82
102,18.24742441,54.58172674,18.08,54.86,5,-5,4.883371055,-5.462867796,-2.8,83
103,18.92131058,54.8025136,18.66,55.28,4.84,-5,5.171801951,-5.101313353,-3.1,80
104,19.68885042,54.74069753,19.31,55.15,4.19,-5,4.462562504,-5.367429495,-3.5,83
105,19.51364284,55.02512853,19.55,54.99,3.95,-5,4.418342125,-5.193444431,-3.6,83
106,19.3092564,55.42665839,19.1,55.35,4.4,-5,4.211231732,-4.998831928,-3.3,77
107,18.99863685,54.74249478,19.37,54.84,4.13,-5,3.966178541,-5.448329449,-2.3,63
108,18.70508802,50.94566638,18.62,50.93,4.88,-5,4.567047958,-4.87422049,-1.5,46
109,19.23111837,45.08231261,19.34,45.16,4.16,-1.76,4.56591377,-1.347187052,-1,35
110,19.75080847,41.71866304,20.24,42.1,3.26,1.3,3.481783221,0.94785248,-0.8,39
111,19.12243,42.12278291,19.55,42.44,3.95,0.96,3.628761005,0.940436504,-0.7,33
112,18.786705,41.23866283,18.49,41.13,5,2.27,4.548102558,2.244603057,-0.5,30
113,19.47746656,41.23553332,19.67,41.28,3.83,2.12,3.358844833,2.120226915,-0.1,29
114,18.92081808,40.90865357,18.76,41.26,4.74,2.14,4.727277031,2.139287188,-0.9,34
115,19.6839315,41.66621005,19.98,41.17,3.52,2.23,3.713637311,2.23947094,-1.8,35
116,19.10078251,42.57243898,18.69,42.66,4.81,0.74,4.537881193,1.000072052,-2.2,36
117,19.3785072,42.25802323,19.68,42.04,3.82,1.36,3.476654,0.940092907,-2.6,36
118,18.45945976,41.94651149,18.73,42.16,4.77,1.24,4.66423883,0.832539549,-3.4,40
119,18.75180664,42.38974874,18.76,42.03,4.74,1.37,4.265309265,1.488051887,-4.2,48
120,18.42675457,44.99985088,18.7,45.38,4.8,-1.98,4.829111803,-2.012858133,-4.7,53
121,18.63051546,44.58702257,18.29,44.23,5,-0.83,5.477137029,-0.964909332,-12.3,47
122,17.9215494,44.10470873,17.86,44.27,5,-0.87,4.863604486,-1.05009752,-12.3,47
123,16.74084401,43.63366946,16.81,43.95,5,-0.55,5.473072529,-0.755922544,-12.5,50
124,16.36574773,44.15101302,16.26,44.23,5,-0.83,4.737059712,-0.905629711,-12.5,49
125,15.3296579,44.21518071,15.42,44.1,5,-0.7,5.317442775,-1.087824655,-13.1,54
126,14.96116909,45.08431991,15,45.14,5,-1.74,5.351283312,-1.403760126,-13,53
127,14.72021859,45.2636958,14.5,44.82,5,-1.42,5.049680769,-1.383675499,-13.2,50
128,14.18585564,44.82728114,14.64,44.42,5,-1.02,5.428761184,-1.501313527,-13.2,56
129,14.1374457,45.56051139,14.36,45.63,5,-2.23,5.308614075,-2.483857791,-13.3,60
130,13.95857063,45.96455132,14.44,45.53,5,-2.13,4.571073592,-2.195140843,-12,50
131,13.3379301,44.57650021,12.96,44.56,5,-1.16,5.478644729,-0.79381362,-9.6,39
132,14.22898881,42.66738655,14,42.46,5,0.94,4.549928606,0.675932827,-7,28
133,14.53311965,40.40984207,14.27,40.37,5,3.03,4.700190604,3.468037634,-6,24
134,15.12668632,40.59591129,14.64,40.46,5,2.94,5.477168798,3.008487108,-4.5,23
135,16.67851786,40.08521614,16.76,39.67,5,3.73,5.2601735,3.434877615,-3.5,20
136,17.90298779,39.50305053,18.16,39.25,5,4.15,5.03194505,3.992645109,-2.1,20
137,18.93433528,39.59508553,19.26,40.04,4.24,3.36,3.921409419,3.022689805,-1.7,18
138,18.72887764,38.29875823,18.88,38.53,4.62,4.87,4.865302737,5.256779785,-2.3,20
139,19.38840485,39.89578637,19.52,40.19,3.98,3.21,4.292852919,3.060164115,-4,27
140,19.0035768,40.37679321,18.72,40.3,4.78,3.1,5.149176328,2.883874989,-5.2,33
141,19.31203777,41.78530956,18.99,42.18,4.51,1.22,4.4560392,0.973877401,-5.8,44
142,18.74566941,43.20212505,18.43,42.83,5,0.57,4.962283313,0.5634237,-6.3,48
143,18.69881884,44.72512374,18.58,45.07,4.92,-1.67,4.791372283,-1.667018039,-6.8,50
144,18.39042736,44.11308095,17.91,43.87,5,-0.47,4.688148141,-0.764439018,-7.6,50
145,17.88049003,44.52602574,17.62,44.24,5,-0.84,5.398100436,-0.701313343,2,65
146,20.10249246,47.91950725,20.3,47.89,3.2,-4.49,3.571173501,-4.79314821,1.3,67
147,19.91316747,46.94245759,19.74,47.14,3.76,-3.74,4.155851135,-3.974404564,1.2,64
148,20.32638511,46.37956151,20.66,45.92,2.84,-2.52,3.17828789,-2.583383996,1.1,65
149,19.65939598,47.52026521,19.98,47.51,3.52,-4.11,3.365593929,-4.164359019,1.1,67
150,19.31311071,47.25185315,19.48,46.97,4.02,-3.57,4.108828862,-3.563561089,1,68
151,19.75931743,47.83792143,19.58,47.59,3.92,-4.19,3.992740793,-3.94805223,1.1,66
152,20.02019474,47.52228491,20.32,47.13,3.18,-3.73,3.122213595,-3.300218265,1.3,66
153,19.39836938,47.91760967,19.78,47.9,3.72,-4.5,3.665274889,0,2.1,65
154,19.6039704,51.33408773,19.31,51.55,4.19,-5,4.159244242,-4.907367945,3.9,64
155,20.62242056,48.95990224,20.61,48.63,2.89,-5,2.411191478,-4.672795475,5.2,65
156,19.94912793,47.49512632,20.15,47.19,3.35,-3.79,3.068672097,-3.939186075,6.3,67
157,20.28797444,47.45691498,19.95,47.95,3.55,-4.55,3.098051655,-4.231722581,6.9,67
158,20.70843121,47.1338094,20.37,47.1,3.13,-3.7,3.142922406,-3.809275341,7.2,65
159,21.14966737,46.89777218,21.08,46.84,2.42,-3.44,1.9441431,-3.417491438,7.8,57
160,20.423877,45.50072631,20.44,45.36,3.06,-1.96,3.143521724,-1.543487988,8.7,48
161,21.22262332,44.45709306,21.71,44.74,1.79,-1.34,1.932259777,-1.26861104,8,36
162,20.51035843,41.49706341,20.64,41.05,2.86,2.35,2.947628484,2.335795915,6.6,34
163,20.67591523,42.33344664,20.29,42.46,3.21,0.94,2.955058715,0.943102124,5.1,34
164,20.5157909,41.60985944,20.92,41.67,2.58,1.73,2.556100564,1.807792585,3.9,37
165,19.74873328,42.49568013,19.74,42.24,3.76,1.16,3.920989702,1.124370072,2.8,29
166,20.27997633,40.92091418,19.79,41.11,3.71,2.29,3.993742249,2.557140448,1.7,27
167,20.55772331,40.69387179,20.83,40.79,2.67,2.61,2.445095105,2.331439123,0.3,33
168,18.95127375,41.48653656,18.91,41.85,4.59,1.55,5.016430583,1.786510456,-0.3,35
169,20.11744959,41.9757397,19.84,42.21,3.66,1.19,3.903020177,0.895740035,-1.4,28
170,19.71697985,40.07633179,20.02,40.44,3.48,2.96,3.328133683,2.576221309,-2.2,31
171,18.66171756,40.83728674,18.68,41.29,4.82,2.11,5.28296227,2.35625963,-2.9,31
172,19.63233632,41.22608903,19.59,41.12,3.91,2.28,3.987461958,2.381281047,-3.4,32
173,19.01333101,41.76215227,18.67,41.6,4.83,1.8,4.656552153,2.008610654,-3.8,32
174,19.10721696,41.81833247,19.2,42.25,4.3,1.15,4.210787821,1.216659391,-4,35
175,18.69656139,41.67132537,18.55,41.32,4.95,2.08,4.916992676,1.59401031,-4,34
176,19.07424179,41.7310706,18.92,41.61,4.58,1.79,4.211274939,2.08707402,-4.1,35
177,18.65066837,42.4719305,,42.97,4.58,0.43,4.820518153,0.318560355,-4.3,36
178,18.88105285,41.49610476,18.57,41.47,4.93,1.93,4.684033208,1.766531878,-3.8,28
179,19.02887549,40.56341568,19.35,40.73,4.15,2.67,4.558968508,2.708411796,-1.8,25
180,19.4220689,40.15914434,19.55,40.57,3.95,2.83,3.73114295,3.08206387,0.2,22
181,19.30879807,39.60937934,19.59,40.02,3.91,3.38,4.250272129,2.930471008,2.2,17
182,20.13731058,38.01797448,19.99,38.47,3.51,4.93,3.558612058,5.323710256,2.9,14
183,20.24846052,38.53808984,20.54,38.41,2.96,4.99,2.988131366,5.278978755,3.3,14
184,19.84689979,38.90945063,19.74,38.58,3.76,4.82,3.853682706,4.645200617,4.2,15
185,20.57120253,38.77276112,20.3,38.45,3.2,4.95,2.81104846,5.112603974,3.7,14
186,20.00801049,38.93081287,20.1,39.37,3.4,4.03,3.461659336,4.349256306,3.1,14
187,20.08806773,38.2939066,20.32,37.8,3.18,5,3.024287217,5.471256971,1.8,16
